Nombre,Estado,Provincia,"Población
Censo 1981-03-01","Población
Censo 1991-03-01","Población
Censo 2001-11-01","Población
Censo 2011-11-01",Poblacion2018
El Barraco,Municipio,Ávila,2.214,2.047,2.043,2.073,1.889
El Bodón,Municipio,Salamanca,476,427,338,309,286
El Bohodón,Municipio,Ávila,284,202,176,142,126
El Burgo Ranero,Municipio,León,1.339,1.127,920,801,733
El Cabaco,Municipio,Salamanca,371,300,279,281,232
El Campillo,Municipio,Valladolid,325,241,248,229,228
El Campo de Peñaranda,Municipio,Salamanca,504,461,369,306,266
El Cerro,Municipio,Salamanca,795,631,540,451,409
El Cubo de Don Sancho,Municipio,Salamanca,799,678,584,485,450
El Cubo de Tierra del Vino (El Cubo del Vino),Municipio,Zamora,518,493,465,396,320
El Espinar,Municipio,Segovia,4.968,5.079,6.353,9.703,9.061
El Fresno,Municipio,Ávila,442,430,493,572,601
El Hornillo,Municipio,Ávila,560,561,391,345,295
El Hoyo de Pinares,Municipio,Ávila,2.534,2.591,2.345,2.398,2.164
El Losar del Barco,Municipio,Ávila,275,152,134,138,110
El Maderal,Municipio,Zamora,357,321,278,236,195
El Maíllo,Municipio,Salamanca,544,476,406,328,266
El Manzano,Municipio,Salamanca,161,120,96,73,72
El Milano,Municipio,Salamanca,282,192,172,134,115
El Mirón,Municipio,Ávila,497,355,234,153,124
El Oso,Municipio,Ávila,328,268,223,208,172
El Parral,Municipio,Ávila,180,121,128,106,72
El Payo,Municipio,Salamanca,741,616,476,400,335
El Pedroso de la Armuña,Municipio,Salamanca,447,363,302,255,216
El Pego,Municipio,Zamora,634,502,444,345,292
El Perdigón,Municipio,Zamora,945,905,785,792,692
El Piñero,Municipio,Zamora,394,343,294,253,237
El Pino de Tormes,Municipio,Salamanca,194,165,179,161,159
El Royo,Municipio,Soria,381,399,327,319,265
El Sahugo,Municipio,Salamanca,484,357,254,222,193
El Tejado,Municipio,Salamanca,276,226,154,140,104
El Tiemblo,Municipio,Ávila,3.827,3.795,3.641,4.412,4.097
El Tornadizo,Municipio,Salamanca,198,158,140,114,98
Encina de San Silvestre,Municipio,Salamanca,207,124,122,117,110
Encinas,Municipio,Segovia,101,78,68,57,43
Encinas de Abajo,Municipio,Salamanca,770,765,659,624,635
Encinas de Arriba,Municipio,Salamanca,307,294,283,250,233
Encinas de Esgueva,Municipio,Valladolid,502,447,345,284,257
Encinasola de los Comendadores,Municipio,Salamanca,461,362,292,217,170
Encinedo,Municipio,León,1.191,1.098,1.010,800,686
Encinillas,Municipio,Segovia,77,79,82,221,273
Encío,Municipio,Burgos,66,67,64,46,42
Endrinal,Municipio,Salamanca,394,318,289,256,225
Entrala,Municipio,Zamora,201,160,176,162,156
Escalona del Prado,Municipio,Segovia,667,630,570,585,501
Escarabajosa de Cabezas,Municipio,Segovia,430,408,383,340,300
Escobar de Campos,Municipio,León,123,101,79,53,42
Escobar de Polendos,Municipio,Segovia,295,233,252,214,173
Escobosa de Almazán,Municipio,Soria,68,52,39,29,22
Escurial de la Sierra,Municipio,Salamanca,371,352,306,269,235
Esguevillas de Esgueva,Municipio,Valladolid,531,464,357,282,272
Espadaña,Municipio,Salamanca,99,70,38,43,34
Espadañedo,Municipio,Zamora,378,262,198,151,110
Espeja,Municipio,Salamanca,431,343,294,264,231
Espeja de San Marcelino,Municipio,Soria,369,296,248,187,168
Espejón,Municipio,Soria,282,241,235,195,168
Espino de la Orbada,Municipio,Salamanca,490,385,335,283,279
Espinosa de Cerrato,Municipio,Palencia,397,314,249,192,149
Espinosa de Cervera,Municipio,Burgos,152,127,110,97,95
Espinosa del Camino,Municipio,Burgos,67,55,36,39,44
Espinosa de los Caballeros,Municipio,Ávila,140,125,104,108,106
Espinosa de los Monteros,Municipio,Burgos,2.751,2.399,2.062,1.977,1.696
Espinosa de Villagonzalo,Municipio,Palencia,425,329,247,223,179
Espirdo,Municipio,Segovia,185,180,277,1.023,1.301
Estepa de San Juan,Municipio,Soria,24,20,16,10,6
Estépar,Municipio,Burgos,1.205,909,803,700,608
Fabero,Municipio,León,7.146,6.445,5.669,5.136,4.551
Faramontanos de Tábara,Municipio,Zamora,691,581,505,399,344
Fariza,Municipio,Zamora,973,820,710,602,524
Fermoselle,Municipio,Zamora,2.375,1.981,1.615,1.431,1.225
Ferreras de Abajo,Municipio,Zamora,877,669,627,595,519
Ferreras de Arriba,Municipio,Zamora,722,575,521,451,376
Ferreruela,Municipio,Zamora,1.085,749,630,546,476
Figueruela de Arriba,Municipio,Zamora,877,644,507,421,339
Flores de Ávila,Municipio,Ávila,672,508,414,343,307
Florida de Liébana,Municipio,Salamanca,269,201,245,291,272
Folgoso de la Ribera,Municipio,León,1.772,1.594,1.280,1.231,1.108
Fombellida,Municipio,Valladolid,358,328,244,200,173
Fompedraza,Municipio,Valladolid,175,155,143,122,110
Fonfría,Municipio,Zamora,1.622,1.282,1.131,939,761
Fontihoyuelo,Municipio,Valladolid,86,55,39,34,34
Fontioso,Municipio,Burgos,143,105,77,58,52
Fontiveros,Municipio,Ávila,1.228,1.130,931,836,751
Forfoleda,Municipio,Salamanca,312,245,242,190,193
Frades de la Sierra,Municipio,Salamanca,392,318,255,221,191
Frandovínez,Municipio,Burgos,102,98,91,104,84
Frechilla,Municipio,Palencia,366,292,250,190,153
Frechilla de Almazán,Municipio,Soria,80,56,45,27,24
Fresneda de Cuéllar,Municipio,Segovia,309,274,237,194,166
Fresneda de la Sierra Tirón,Municipio,Burgos,181,119,116,134,101
Fresnedilla,Municipio,Ávila,179,137,101,111,121
Fresnedoso,Municipio,Salamanca,217,158,123,113,109
Fresneña,Municipio,Burgos,189,143,111,94,76
Fresnillo de las Dueñas,Municipio,Burgos,396,302,316,546,653
Fresno Alhándiga,Municipio,Salamanca,447,373,293,275,217
Fresno de Cantespino,Municipio,Segovia,281,241,274,256,262
Fresno de Caracena,Municipio,Soria,74,61,48,30,18
Fresno de la Fuente,Municipio,Segovia,95,106,74,101,71
Fresno de la Polvorosa,Municipio,Zamora,311,270,208,163,138
Fresno de la Ribera,Municipio,Zamora,497,441,421,396,375
Fresno de la Vega,Municipio,León,886,793,682,616,500
Fresno del Río,Municipio,Palencia,259,218,189,198,194
Fresno de Río Tirón,Municipio,Burgos,353,292,249,189,181
Fresno de Rodilla,Municipio,Burgos,26,34,51,48,45
Fresno de Sayago,Municipio,Zamora,473,362,250,227,180
Fresno el Viejo,Municipio,Valladolid,1.594,1.378,1.219,996,913
Frías,Municipio,Burgos,335,331,257,275,254
Friera de Valverde,Municipio,Zamora,394,336,260,221,160
Frómista,Municipio,Palencia,1.228,1.070,965,845,770
Frumales,Municipio,Segovia,349,272,187,156,116
Fuensaldaña,Municipio,Valladolid,631,697,1.107,1.440,1.640
Fuentearmegil,Municipio,Soria,564,433,307,222,181
Fuentebureba,Municipio,Burgos,177,102,71,43,41
Fuentecambrón,Municipio,Soria,108,88,72,43,36
Fuentecantos,Municipio,Soria,65,49,54,60,53
Fuentecén,Municipio,Burgos,427,329,277,241,227
Fuente de Santa Cruz,Municipio,Segovia,270,231,184,136,119
Fuente el Olmo de Fuentidueña,Municipio,Segovia,261,220,143,164,172
Fuente el Olmo de Íscar,Municipio,Segovia,150,121,89,83,60
Fuente el Saúz (Fuente el Sauz),Municipio,Ávila,413,373,279,196,165
Fuente el Sol,Municipio,Valladolid,400,346,290,207,156
Fuente Encalada,Municipio,Zamora,256,196,138,119,110
Fuenteguinaldo,Municipio,Salamanca,1.223,1.088,881,734,680
Fuentelapeña,Municipio,Zamora,1.174,1.108,989,821,702
Fuentelcésped,Municipio,Burgos,357,236,194,235,235
Fuenteliante,Municipio,Salamanca,189,165,145,116,108
Fuentelisendo,Municipio,Burgos,172,141,118,99,83
Fuentelmonge,Municipio,Soria,232,180,125,79,65
Fuentelsaz de Soria,Municipio,Soria,84,68,56,59,65
Fuentemolinos,Municipio,Burgos,193,145,123,106,107
Fuentenebro,Municipio,Burgos,262,229,192,151,126
Fuente-Olmedo,Municipio,Valladolid,92,67,58,45,35
Fuentepelayo,Municipio,Segovia,1.134,1.032,954,971,852
Fuentepiñel,Municipio,Segovia,227,202,172,117,96
Fuentepinilla,Municipio,Soria,243,185,141,106,88
Fuenterrebollo,Municipio,Segovia,549,481,412,370,343
Fuenterroble de Salvatierra,Municipio,Salamanca,331,287,268,257,248
Fuentesaúco,Municipio,Zamora,2.191,1.994,1.852,1.926,1.491
Fuentesaúco de Fuentidueña,Municipio,Segovia,478,406,307,274,241
Fuentes de Año,Municipio,Ávila,322,258,171,135,105
Fuentes de Béjar,Municipio,Salamanca,367,331,259,248,232
Fuentes de Carbajal,Municipio,León,218,167,128,111,95
Fuentes de Magaña,Municipio,Soria,192,134,90,99,61
Fuentes de Nava,Municipio,Palencia,1.077,936,792,729,659
Fuentes de Oñoro,Municipio,Salamanca,1.182,1.537,1.534,1.174,1.188
Fuentes de Ropel,Municipio,Zamora,848,732,570,491,379
Fuentes de Valdepero,Municipio,Palencia,291,247,234,347,429
Fuentesecas,Municipio,Zamora,155,106,85,73,51
Fuentesoto,Municipio,Segovia,250,179,171,145,103
Fuentespina,Municipio,Burgos,665,570,654,738,775
Fuentespreadas,Municipio,Zamora,544,460,383,342,310
Fuentestrún,Municipio,Soria,138,84,63,57,40
Fuentidueña,Municipio,Segovia,252,244,144,110,142
Gajates,Municipio,Salamanca,348,284,213,173,160
Galbarros,Municipio,Burgos,30,31,33,31,29
Galende,Municipio,Zamora,1.598,1.315,1.308,1.373,1.058
Galindo y Perahuy,Municipio,Salamanca,196,160,397,738,690
Galinduste,Municipio,Salamanca,730,628,539,470,429
Galisancho,Municipio,Salamanca,679,785,492,428,385
Gallegos,Municipio,Segovia,144,100,97,97,94
Gallegos de Altamiros,Municipio,Ávila,191,128,100,63,63
Gallegos de Argañán,Municipio,Salamanca,530,524,401,307,280
Gallegos de Hornija,Municipio,Valladolid,165,154,146,146,129
Gallegos del Pan,Municipio,Zamora,242,209,159,135,112
Gallegos del Río,Municipio,Zamora,1.170,1.042,801,600,497
Gallegos de Sobrinos,Municipio,Ávila,170,131,99,74,43
Gallegos de Solmirón,Municipio,Salamanca,402,260,175,148,115
Gamones,Municipio,Zamora,183,116,94,98,96
Garcibuey,Municipio,Salamanca,465,348,280,198,187
Garcihernández,Municipio,Salamanca,750,667,611,515,464
Garcillán,Municipio,Segovia,424,362,368,481,450
Garcirrey,Municipio,Salamanca,188,115,111,81,64
Garganta del Villar,Municipio,Ávila,133,102,65,47,40
Garrafe de Torío,Municipio,León,1.209,1.107,1.188,1.354,1.475
Garray,Municipio,Soria,317,334,479,625,736
Gatón de Campos,Municipio,Valladolid,102,68,38,39,34
Gavilanes,Municipio,Ávila,866,798,706,657,587
Gejuelo del Barro,Municipio,Salamanca,105,56,50,46,38
Gema,Municipio,Zamora,403,335,258,243,222
Gemuño,Municipio,Ávila,317,276,203,161,155
Geria,Municipio,Valladolid,440,424,471,500,524
Gilbuena,Municipio,Ávila,252,191,111,88,68
Gil García (Gil-García),Municipio,Ávila,101,96,60,40,36
Gimialcón,Municipio,Ávila,215,159,102,96,77
Golmayo,Municipio,Soria,600,534,878,2.211,2.568
Golpejas,Municipio,Salamanca,282,235,192,156,154
Gómara,Municipio,Soria,852,643,448,376,317
Gomecello,Municipio,Salamanca,724,635,520,521,444
Gomezserracín,Municipio,Segovia,659,660,713,717,688
Gordaliza del Pino,Municipio,León,535,457,335,284,244
Gordoncillo,Municipio,León,818,709,606,491,406
Gormaz,Municipio,Soria,55,31,24,25,21
Gotarrendura,Municipio,Ávila,258,208,171,164,161
Gradefes,Municipio,León,1.895,1.579,1.272,1.071,944
Grajal de Campos,Municipio,León,455,359,283,243,223
Grajera,Municipio,Segovia,87,77,107,247,223
Grandes y San Martín,Municipio,Ávila,95,67,49,31,31
Granja de Moreruela,Municipio,Zamora,578,399,359,298,280
Granucillo,Municipio,Zamora,416,331,229,167,122
Grijalba,Municipio,Burgos,183,168,119,119,100
Grijota,Municipio,Palencia,854,810,890,1.895,2.269
Grisaleña,Municipio,Burgos,105,66,50,40,37
Guadramiro,Municipio,Salamanca,317,267,204,166,145
Guardo,Municipio,Palencia,9.019,9.458,8.209,7.055,6.153
Guarrate,Municipio,Zamora,498,443,370,372,324
Guaza de Campos,Municipio,Palencia,126,111,73,62,58
Guijo de Ávila,Municipio,Salamanca,126,130,93,98,68
Guijuelo,Municipio,Salamanca,4.318,4.804,5.162,5.996,5.660
Guisando,Municipio,Ávila,952,759,635,565,511
Gumiel de Izán,Municipio,Burgos,829,711,599,620,548
Gumiel de Mercado,Municipio,Burgos,764,457,377,368,310
Gusendos de los Oteros,Municipio,León,368,276,192,142,128
Gutierre-Muñoz,Municipio,Ávila,176,142,128,76,78
Hacinas,Municipio,Burgos,260,226,205,178,155
Haza,Municipio,Burgos,47,52,35,26,26
Herguijuela de Ciudad Rodrigo,Municipio,Salamanca,234,192,127,96,78
Herguijuela de la Sierra,Municipio,Salamanca,538,409,316,293,264
Herguijuela del Campo,Municipio,Salamanca,204,165,122,106,83
Hérmedes de Cerrato,Municipio,Palencia,224,158,125,99,78
Hermisende,Municipio,Zamora,698,530,408,298,247
Hernansancho,Municipio,Ávila,278,248,219,190,169
Herradón de Pinares,Municipio,Ávila,528,515,458,575,405
Herrera de Pisuerga,Municipio,Palencia,3.210,2.902,2.506,2.288,2.006
Herrera de Soria,Municipio,Soria,50,41,24,14,9
Herrera de Valdecañas,Municipio,Palencia,205,207,191,161,146
Herreros de Suso,Municipio,Ávila,478,273,219,169,135
Herrín de Campos,Municipio,Valladolid,295,240,203,151,127
Higuera de las Dueñas,Municipio,Ávila,372,322,326,341,267
Hinojosa de Duero,Municipio,Salamanca,1.014,962,814,720,669
Hinojosa del Campo,Municipio,Soria,76,67,43,31,31
Honrubia de la Cuesta,Municipio,Segovia,134,107,68,71,58
Hontalbilla,Municipio,Segovia,619,510,390,349,308
Hontanares de Eresma,Municipio,Segovia,151,133,185,1.120,1.404
Hontanas,Municipio,Burgos,104,96,65,71,69
Hontangas,Municipio,Burgos,227,165,148,113,91
Hontoria de Cerrato,Municipio,Palencia,162,134,115,111,103
Hontoria de la Cantera,Municipio,Burgos,160,107,126,135,156
Hontoria del Pinar,Municipio,Burgos,1.239,985,818,766,669
Hontoria de Valdearados,Municipio,Burgos,363,266,216,225,180
Horcajo de las Torres,Municipio,Ávila,1.093,961,748,610,512
Horcajo de Montemayor,Municipio,Salamanca,245,210,192,163,140
Horcajo Medianero,Municipio,Salamanca,641,461,331,252,222
Hornillos de Cerrato,Municipio,Palencia,221,177,120,118,143
Hornillos de Eresma,Municipio,Valladolid,198,151,186,182,166
Hornillos del Camino,Municipio,Burgos,110,89,69,60,58
Hortigüela,Municipio,Burgos,95,115,121,105,103
Hospital de Órbigo,Municipio,León,1.246,1.199,1.119,996,987
Hoyales de Roa,Municipio,Burgos,444,356,275,240,223
Hoyocasero,Municipio,Ávila,572,461,369,316,290
Hoyorredondo,Municipio,Ávila,242,156,117,87,67
Hoyos del Collado,Municipio,Ávila,79,55,44,35,34
Hoyos del Espino,Municipio,Ávila,411,389,430,454,363
Hoyos de Miguel Muñoz,Municipio,Ávila,89,71,48,42,29
Huérmeces,Municipio,Burgos,217,161,140,130,136
Huerta,Municipio,Salamanca,301,282,292,337,299
Huerta de Arriba,Municipio,Burgos,257,226,173,135,133
Huerta de Rey,Municipio,Burgos,1.455,1.232,1.200,1.062,932
Humada,Municipio,Burgos,394,296,188,139,121
Hurones,Municipio,Burgos,85,63,70,74,62
Hurtumpascual,Municipio,Ávila,224,165,110,75,54
Husillos,Municipio,Palencia,260,218,214,258,313
Ibeas de Juarros,Municipio,Burgos,874,839,989,1.450,1.405
Ibrillos,Municipio,Burgos,148,116,97,61,45
Iglesiarrubia,Municipio,Burgos,88,78,53,48,41
